name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
GETAC S410G4 I3-1115G4 (NO CAM,1891.3,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,SP1DZACMSDXX,,Notebooks
Dell LATITUDE 7640 I7-1365U 32GB 1,2175.07,16.0,40.6,1920x1200,16:10,1.84,1.84,358.0,250.4,Windows 11 Pro,i7-1365U,32.0,Intel Iris Xe Graphics,,1.0,SSD,,57.0,65.0,,4.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184808788.0,91DHK,,Notebooks
Acer Extensa 15 EX215-31-P5EQ schwarz (NX.EFTEG.009,449.18,15.6,39.6,1920x1080,16:9,1.94,19.9,363.4,250.5,Windows 10 Pro,N5030,4.0,Intel® UHD Graphics 605,,128.0,SSD,6.5,37.0,45.0,,2.0,False,False,True,True,True,4.1,Wi-Fi 5 (802.11ac),4710886016014.0,NX.EFTEG.009,,Notebooks
"Lenovo ThinkPad P16 G1 Intel Core i9-12950HX 40,64cm 16Zoll WQUXGA 32GB DDR4 1TB SSD RTX A4500 16GB W11P DG TopSeller",4284.27,16.0,40.6,3840x2400,16:10,2.95,30.2,364.0,266.0,Windows 11 Pro,Intel WM690,32.0,Intel® UHD Graphics,NVIDIA RTX A4500,1.0,SSD,,94.0,230.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),196800683922.0,21D6003NGE,,Notebooks
Acer B4B EX 15 EX215-23-R08A R3 W11P FHD,631.79,15.6,39.6,1920x1080,,1.78,18.9,362.9,237.5,Windows 11 Pro,7320U,8.0,AMD Radeon 610M,,256.0,SSD,,42.0,45.0,,2.0,False,False,True,False,False,,Wi-Fi 6 (802.11ax),4711121401589.0,NX.EH3EG.001,,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/10C 16GB RAM 512GB 35W silver,1964.24,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,16.0,Apple GPU,,512.0,SSD,,52.6,35.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),,Z15X-GR04,,Notebooks
"Lenovo X1 Carbon G10 Intel Core i7-1255U WUXGA 16GB 512GB SSD UMA WWAN 5G W10P DG, schwarz",2244.48,14.0,35.6,1920x1200,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Atmos,4.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801888296.0,21CB00B7GE,,Notebooks
Microsoft Surface Laptop Studio Core i7/32GB/2TB/ GF RTX 3050 Ti Win10Pro Platinum,2916.95,14.4,36.6,2400x1600,3:2,1.82,18.9,323.3,228.3,Windows 10 Pro,i7-11370H,32.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 3050 Ti,2000.0,SSD,18.0,58.0,102.0,Dolby Atmos,4.0,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),889842850048.0,AI5-00030,,Notebooks
Apple Macbook Pro 14 M2 MAX 12C/30C 32GB grau,3866.79,14.2,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,Z17G-GR32,,Notebooks
Dell Precision 5480 Core i7 13800H - 32 GB RAM - 1 TB SSD - Deutsch,3129.87,14.0,35.6,1920x1200,16:10,1.48,7.49,310.6,210.3,Windows 11 Pro,i7-13800H,32.0,Intel Iris Xe Graphics,NVIDIA RTX 2000,1.0,SSD,,72.0,130.0,,4.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184816936.0,88K66,,Notebooks
Apple MacBook Pro 16 M2 MAX 12C/38C 96GB RAM 2TB SSD - GREY,5779.78,16.2,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,Z174-GR33,,Notebooks
Apple MacBook Pro M2 Max 32GB 1TB silber,3752.79,16.0,41.1,3456x2234,,2.15,16.8,355.7,248.1,,M2 Max,32.0,Apple GPU,,1.0,SSD,,100.0,140.0,,6.0,False,True,False,True,True,5.3,Wi-Fi 6E (802.11ax),194253298953.0,MNWE3D/A,2023.0,Notebooks
Lenovo ThinkPad T14 G2 i7-1165G7 16/512GB SSD FHD W10P,1211.43,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196802593304.0,20W00125GE,,Notebooks
Terra MOBILE 1716U i5-1235U W11,799.0,17.3,43.9,1920x1080,16:9,2.4,24.8,400.0,268.0,Windows 11 Home,i5-1235U,8.0,Intel Iris Xe Graphics,,500.0,SSD,6.0,,,,,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),4039407078325.0,1220787,,Notebooks
MSI Pulse 17 B13VGK-068 - Intel Core i7 13700H / 2.4 GHz - Win 11 Home - GeForce RTX 4070 - 16 GB RAM - 1 TB SSD NVMe - 43.9,2409.9,17.3,43.9,1920x1080,,2.7,27.2,398.0,273.0,Windows 11 Home,i7-13700H,16.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4070,1.0,SSD,,90.0,240.0,,2.0,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),4711377038904.0,0017L5-068,,Notebooks
APPLE MACBOOK AIR 15 M2 8C/10C/16C 16GB RAM 256GB,1911.97,15.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,Z18R-GR05,,Notebooks
"Gigabyte AORUS 17X AXF-D4DE694SH 17,3 i9 W11 240Hz",3489.99,17.3,43.9,2560x1440,,2.8,21.8,396.0,293.0,Windows 11 Home,i9-13980HX,16.0,Intel® UHD Graphics,NVIDIA GeForce RTX 4090,1000.0,SSD,,99.0,330.0,DTS:X Ultra,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),4719331755683.0,AORUS 17X AXF-D4DE694SH,,Notebooks
Microsoft Surface Laptop 4 i7 8GB 512GB/2496x1664/platinum W10P,1468.98,15.0,38.1,2496x1664,3:2,1.54,14.7,339.5,224.0,Windows 10 Pro,i7-1185G7,8.0,Intel Iris Xe Graphics,,512.0,SSD,16.5,,65.0,Dolby Atmos,2.0,True,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),889842740585.0,5L1-00028,2021.0,Notebooks
Dell Latitude 3330 I5-1155G7 8GB 256GB SSD W10P,1097.17,13.3,33.8,1920x1080,16:9,1.37,1.64,306.0,209.8,Windows 10 Pro,i5-1155G7,8.0,Intel Iris Xe Graphics,,256.0,SSD,,54.0,65.0,MaxxAudio Pro,2.0,True,True,False,True,True,,Wi-Fi 6 (802.11ax),5397184720981.0,Y4MKK,,Notebooks
Apple Macbook AIR M2 CHIP 8C/8C 24GB RAM 512GB 67W SPACE GREY,2100.13,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,24.0,Apple GPU,,512.0,SSD,,52.6,67.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),,Z15S-GR49,2022.0,Notebooks
Dell Precision 3470 i7-1260P FHD 32GB 1TB SSD Nvidia T550 IR Cam Mic 4 Cell WLAN Backlit Kb W10P/W11P,1672.29,14.0,35.6,1920x1080,16:9,1.49,2.1,321.4,212.0,Windows 10 Pro,i7-1260P,32.0,Intel Iris Xe Graphics,NVIDIA Quadro T550,1.0,SSD,,64.0,130.0,MaxxAudio Pro,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184759585.0,R9TP8,,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/10C,2204.67,13.6,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,16.0,Apple GPU,,1000.0,SSD,,52.6,35.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),,Z15T-GR05,,Notebooks
MSI Modern C7M-092 IPS FHD Ryzen7 7730U/16GB/1TB SSD W11H,997.99,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711377092531.0,0014JK-092,,Notebooks
PANASONIC TOUGHBOOK FZ-55 I5-1145G7 VPRO (FZ-55FZ0Q5B4,3322.87,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,FZ-55FZ0Q5B4,,Notebooks
"Dell Latitude 14 3410, Core i5-10310U, 8GB RAM, 256GB SSD, Fingerprint-Reader, 1920x1080 (HTXHD",725.87,14.0,35.6,1920x1080,16:9,1.61,18.4,326.5,226.4,Windows 10 Pro,i5-10310U,8.0,Intel® UHD Graphics,,256.0,SSD,4.0,53.0,65.0,,2.0,False,True,False,True,True,,Wi-Fi 6 (802.11ax),5397184419694.0,HTXHD,,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/8C 8GB RAM 1TB 30W STARLIGHT,1879.94,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,8.0,Apple GPU,,1000.0,SSD,,52.6,30.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),,Z15Y-GR03,2022.0,Notebooks
Lenovo ThinkPad P16 G1 Intel Core i7-12800HX WQUXGA 32GB DDR4 1TB SSD RTX A2000 8GB W11P DG TopSeller,3168.65,16.0,40.6,3840x2400,16:10,2.95,30.2,364.0,266.0,Windows 11 Pro,Intel WM690,32.0,Intel® UHD Graphics,NVIDIA RTX A2000,1.0,SSD,,94.0,170.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),196800501967.0,21D60017GE,,Notebooks
FUJITSU CELSIUS H7613 I7-13850HX 2K 32GB 1TB SSD W11P RTX 2000,3212.69,16.0,40.6,2560x1600,16:10,2.53,26.4,370.0,264.5,Windows 11 Pro,i7-13850HX,32.0,Intel® UHD Graphics,NVIDIA RTX 2000,1.0,SSD,8.0,94.95,230.0,,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),4065221953500.0,VFY:H7613W17CMDE,,Notebooks
Lenovo V15 G3 IAP i5-1235U/8GB/512GBSSD/FHD/matt/W11Home,602.99,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196800361523.0,82TT004NGE,,Notebooks
PANASONIC TOUGHBOOK FZ-55 I5-1145G7 VPRO (FZ-55FZ0QFB4,3255.85,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,FZ-55FZ0QFB4,,Notebooks
Dell Precision 3470 Core i5 1250P - vPro Enterprise - 16 GB RAM - 512 GB SSD,1201.81,14.0,35.6,1920x1080,16:9,1.49,2.1,321.4,212.0,Windows 10 Pro,i5-1250P,16.0,Intel Iris Xe Graphics,NVIDIA T550,512.0,SSD,,64.0,130.0,MaxxAudio Pro,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184759370.0,PJ8CX,,Notebooks
APPLE MacBook Air Z15W Apple M2 8C CPU/10C GPU/16C N.E. 8GB 512GB SSD 35W Dual USB-C DE - Silber,1506.94,13.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4066582279728.0,Z15WV2D/A,,Notebooks
Apple Macbook PRO 16 M2 MAX 12C/30C 32GB RAM 1TB SSD - GREY,4096.77,16.2,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,Z174-GR12,,Notebooks
Microsoft Surface Laptop 5 i7 8GB 256GB 2496x1664/Touch/platin W10P,1648.99,15.0,38.1,2496x1664,3:2,1.56,14.7,340.0,244.0,Windows 10 Pro,i7-1265U,8.0,Intel Iris Xe Graphics,,256.0,SSD,17.0,47.4,65.0,Dolby Atmos,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388047796.0,RC1-00005,2022.0,Notebooks
APPLE MACBOOK PRO 14 M2 PRO 12C/19C,3547.56,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,Z17K-GR26,,Notebooks
Apple MacBook Pro 14 M2 PRO 10C/16C 32GB RAM 512GB SSD 96W - GREY,3009.58,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,Z17G-GR16,,Notebooks
Apple MacBook Pro Z17H Apple M2 Max 12C CPU/30C GPU/16C N.E. 32GB 1TB SSD 96W USB-C DE - Grau,3378.58,14.2,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4066582428225.0,Z17HV1D/A,,Notebooks
"Microsoft Surface Laptop 5 - i7/32GB/1000GB W10P, schwarz",2627.94,15.0,38.1,2496x1664,3:2,1.56,14.7,340.0,244.0,Windows 10 Pro,i7-1265U,32.0,Intel Iris Xe Graphics,,1.0,SSD,17.0,47.4,65.0,Dolby Atmos,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388050833.0,RL8-00005,2022.0,Notebooks
Apple MacBook Pro TB Z16S Apple M2 8C CPU/10C GPU/16C N.E. 24GB 1TB SSD 67W USB-C DE - Grau,2350.21,13.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4066582185944.0,MNEJ3D/A-Z08817071,,Notebooks
Apple Macbook Pro M2 8C/10C 16GB RAM 512GB SSD - SILVER,2152.38,13.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,Z16UGR04,,Notebooks
Acer Notebook TravelMate Spin P6 TMP614RN-52 Intel Core i5-1135G7 - Galaxy Black,1692.07,14.0,35.6,1920x1200,16:10,1.15,16.8,312.0,226.0,Windows 11 Pro,i5-1135G7,16.0,Intel Iris Xe Graphics,,512.0,SSD,,56.0,65.0,,2.0,True,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),4710886911821.0,NX.VTQEG.004,,Notebooks
Lenovo ThinkPad X13 Yoga Gen 1 20SY - Flip-Design - Intel Core i7 10610U / 1.8 GHz - vPro - Win 10 Pro 64-Bit - UHD Graphics,1328.99,13.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196118046464.0,20SYS6TP00?ABVERKAUF,,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/10C 16GB RAM 1TB 67W MIDNIGHT,2204.67,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,16.0,Apple GPU,,1.0,SSD,,52.6,67.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),,Z160-GR58,2022.0,Notebooks
MSI Summit E13 FlipEvo A12MT-018 i7-1280P/16GB/1TB W11H,1898.99,13.4,34.0,1920x1200,16:10,1.35,19.9,300.2,222.2,Windows 11 Home,i7-1260P,16.0,Intel Iris Xe Graphics,,1000.0,SSD,,70.0,65.0,,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4719072937744.0,0013P3-018,,Notebooks
"MSI Raider GE78 HX 13VG (RTX 4070, GDDR6 8GB",3671.47,17.3,43.2,2560x1600,,3.1,23.0,380.0,298.0,Windows 11 Home,Intel HM770,32.0,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2.0,SSD,,99.0,280.0,,2.0,False,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377074698.0,0017S2-034,,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/8C 24GB RAM 1TB 30W MIDNIGHT,2319.64,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,24.0,Apple GPU,,1.0,SSD,,52.6,30.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),,Z160-GR11,2022.0,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/10C 16GB RAM 512GB 67W midnight,1964.24,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,16.0,Apple GPU,,512.0,SSD,,52.6,67.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),,Z161-GR13,2022.0,Notebooks
Microsoft Surface Laptop 5 - i7/16GB/ 512GB *schwarz* W10P,1904.49,5.0,34.3,2256x1504,3:2,1.3,14.5,308.0,223.0,Windows 10 Pro,i7-1265U,16.0,Intel Iris Xe Graphics,,512.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388040490.0,RBI-00030,2022.0,Notebooks
Lenovo TP E14 G4 R5-5625U 16GB,854.99,14.0,35.6,1920x1080,16:9,1.64,17.9,324.0,220.7,Windows 11 Pro,AMD SoC,16.0,AMD Radeon Graphics,,512.0,SSD,15.0,57.0,65.0,Dolby Audio,2.0,False,True,False,True,True,5.2,Wi-Fi 6 (802.11ax),196379869581.0,21EB0040GE,,Notebooks
"Fujitsu Celsius H780 i7-8750H 39,62cm 15,6Zoll FHD 16GB DDR4 512GB SSD PCIe NVidia Quadro P1000 W10P",738.46,15.6,39.6,1920x1080,16:9,2.7,31.9,380.0,258.0,Windows 10 Pro,i7-8750H,16.0,Intel® UHD Graphics 630,NVIDIA® Quadro® P1000,512.0,SSD,9.0,,230.0,MaxxAudio,2.0,False,False,True,True,True,5.0,Wi-Fi 5 (802.11ac),4065221769910.0,VFY:H7800M17AMDE,,Notebooks
Corsair VOYAGER a1600 - Advantage Edition Ryzen 9 6900HS - 32 GB RAM - 2 TB SSD - Deutsch,3960.99,16.0,40.6,2560x1600,,2.4,19.9,356.0,286.7,Windows 11 Home,6900HS,32.0,AMD Radeon 680M,AMD Radeon RX 6800M,2000.0,SSD,,99.0,230.0,Dolby Atmos,,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),840006693994.0,CN-9000004-DE,,Notebooks
"Dell Notebook Latitude 7520 - 39.62 cm (15.6""",1786.09,15.6,39.6,1920x1080,16:9,1.53,1.75,357.7,229.8,Windows 10 Pro,i5-1145G7,16.0,Intel Iris Xe Graphics,,512.0,SSD,,63.0,65.0,,4.0,False,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),5397184666647.0,R3NXR,,Notebooks
"Samsung Galaxy Book2 Pro - Intel Core i7 16GB RAM, 512GB SSD, graphite",1338.99,15.6,39.6,1920x1080,,1.11,11.7,355.4,225.8,Windows 11 Pro,i7-1260P,16.0,Intel Iris Xe Graphics,,512.0,SSD,,68.0,65.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),8806094472264.0,NP950XED-KA2DE,,Notebooks
"Lenovo ThinkPad P16 G1 16"" i7-12850Hx 2*16GB/1TB RTX A3000 W10P",3340.22,16.0,40.6,2560x1600,16:10,2.95,30.2,364.0,266.0,Windows 11 Pro,Intel WM690,32.0,Intel® UHD Graphics,NVIDIA RTX A3000,1.0,SSD,,94.0,230.0,Dolby Atmos,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),196800505309.0,21D6001FGE,,Notebooks
Fujitsu LIFEBOOK U9312 FHD i7-1265U black 16GB 1TB SSD 5G P W11P,2310.18,13.3,33.8,1920x1080,,,15.5,307.0,197.0,Windows 11 Pro,i7-1265U,16.0,Intel Iris Xe Graphics,,1.0,SSD,12.34,64.0,65.0,,,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4065221819929.0,VFY:U9312MF7DMDE,,Notebooks
Microsoft Surface Laptop 5 i5 16GB 256GB 2256x1504/Touch/black W10P,1640.1,13.5,34.3,2256x1504,3:2,1.3,14.5,308.0,223.0,Windows 10 Pro,i5-1245U,16.0,Intel Iris Xe Graphics,,256.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388028993.0,R7I-00028,2022.0,Notebooks
"Dell Latitude 14 3410, Core i5-10310U, 8GB RAM, 512GB SSD, Fingerprint-Reader, 1920x1080 (5H9F6",749.56,14.0,35.6,1920x1080,16:9,1.61,18.4,326.5,226.4,Windows 10 Pro,i5-10310U,8.0,Intel® UHD Graphics,,512.0,SSD,4.0,53.0,65.0,,2.0,False,True,False,True,True,,Wi-Fi 6 (802.11ax),5397184419687.0,5H9F6,,Notebooks
Apple Macbook PRO 14 M2 PRO 10C/16C 16GB RAM 512GB SSD - SPACE GREY,2366.52,14.2,36.1,3024x1964,,1.6,15.5,312.6,221.2,macOS Ventura,M2 Pro,16.0,Apple GPU,,512.0,SSD,,70.0,67.0,,6.0,False,True,False,True,True,5.3,Wi-Fi 6 (802.11ax),194253317852.0,MPHE3D/A,2023.0,Notebooks
Apple Macbook PRO 16 M2 MAX 12C/38C 32GB RAM 1TB SSD - SPACE GREY,3789.6,16.2,41.1,3456x2234,,2.15,16.8,355.7,248.1,macOS Ventura,M2 Max,32.0,Apple GPU,,1.0,SSD,,100.0,140.0,,6.0,False,True,False,True,True,5.3,Wi-Fi 6E (802.11ax),194253297635.0,MNWA3D/A,2023.0,Notebooks
Lenovo ThinkPad P1 Gen5 Intel Core i7-12800H WQXGA 32GB DDR5 1TB SSD RTX A3000 12GB W10P DG,3917.04,16.0,40.6,3840x2400,16:10,1.81,17.7,359.5,253.8,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,NVIDIA RTX A3000,1.0,SSD,,90.0,230.0,Dolby Atmos,2.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196380265891.0,21DC000UGE,,Notebooks
Lenovo ThinkPad L13 Yoga G2 i7-1185G7 16GB 256SSD FHD W11P,1005.09,13.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,197529136775.0,20VLS42800,,Notebooks
Microsoft Surface Laptop 5 - i7/16GB/ 256GB *platinum* W10P,1783.88,15.0,38.1,2496x1664,3:2,1.56,14.7,340.0,244.0,Windows 10 Pro,i7-1265U,16.0,Intel Iris Xe Graphics,,256.0,SSD,17.0,47.4,65.0,Dolby Atmos,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388049332.0,RIA-00005,2022.0,Notebooks
Dell LATITUDE 3140 N200 8GB,864.43,11.6,29.5,1366x768,16:9,1.42,21.4,300.9,204.9,Windows 11 Pro,N200,8.0,Intel® UHD Graphics,,256.0,SSD,,53.0,65.0,,2.0,True,False,False,True,True,,Wi-Fi 6 (802.11ax),5397184781593.0,J90MY,,Notebooks
Dell Precision 5680 Core i9 13900H - vPro Enterprise - 32 GB RAM - 1 TB SSD - Deutsch,5604.53,16.0,40.6,3840x2400,16:10,1.91,2.62,353.7,240.3,Windows 11 Pro,i9-13900H,32.0,Intel Iris Xe Graphics,NVIDIA RTX 3500,1.0,SSD,,99.5,165.0,,4.0,True,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184826546.0,X2W33,,Notebooks
MSI Stealth 14 Studio A13VE-029 - Intel Core i7 13700H / 2.1 GHz - Win 11 - GeForce RTX 4050 - 16 GB RAM - 1 TB SSD NVMe 2560 x,2353.99,14.0,35.6,2560x1600,,1.7,19.0,315.0,246.0,Windows 11 Home,i7-13700H,16.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4050,1.0,SSD,,72.0,240.0,,2.0,False,True,False,True,True,5.3,Wi-Fi 6E (802.11ax),4711377069403.0,0014K1-029,,Notebooks
Fujitsu Celsius H7510 FHD i7-10850H 32GB 512GB T1 W10P,2104.98,15.6,39.6,1920x1080,16:9,2.7,31.9,380.0,258.0,Windows 10 Pro,i7-10850H,32.0,Intel® UHD Graphics,NVIDIA Quadro T1000,512.0,SSD,,,230.0,,2.0,False,False,True,True,True,5.0,Wi-Fi 6 (802.11ax),4063872863810.0,VFY:H7510M17A1DE,,Notebooks
MSI CreatorPro M16 A12UKS-643 i712700H/32GB/1TBSSD/RTX A3 W11P,2736.65,16.0,40.6,2560x1600,,2.29,26.9,359.0,259.0,Windows 11 Pro,i7-12700H,32.0,Intel Iris Xe Graphics,NVIDIA RTX A3000,1000.0,SSD,,53.5,240.0,,2.0,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),4719072953065.0,001583-643,,Notebooks
LENOVO THINKBOOK G4+ I5-1240P 16GB 1TB SSD 14.0 2.2K RTX2050 W11P,1405.92,14.0,35.6,2240x1400,16:10,1.4,15.9,312.0,224.0,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 2050,1000.0,SSD,,62.0,100.0,Dolby Atmos,2.0,False,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196803685848.0,21CX0043GE,,Notebooks
PANASONIC TOUGHBOOK FZ-G2 Intel Core i5-10310U Touchscreen 16GB 512GB SSD W11P LTE,2510.15,10.1,25.6,1920x1200,,1.19,188.0,279.0,23.5,Windows 11 Pro,i5-10310U,16.0,,,,SSD,12.0,,,,2.0,True,False,False,True,True,5.1+EDR,Wi-Fi 6 (802.11ax),,FZ-G2AZ05WB4,,Notebooks
Fujitsu Lifebook U9311A FHD Ryzen5 8GB 512GBSSD W10P,998.34,13.3,33.8,1920x1080,,0.885,15.5,307.0,197.0,Windows 10 Pro,4500U,8.0,AMD Radeon Graphics,,512.0,SSD,,50.0,65.0,,,False,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),4065221716709.0,VFY:U931AM1AAMDE,,Notebooks
Lenovo ThinkPad X13 G3 Intel Core i7-1255U WUXGA 16GB 512GB 4G W10P Black,1597.95,13.3,33.8,1920x1200,16:10,1.29,18.1,305.8,217.6,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,54.7,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),196802967709.0,21BN00BSGE,,Notebooks
MSI Titan GT77HX 13VH-045 - Intel Core i9 13980HX / 2.2 GHz - Win 11 Home - GeForce RTX 4080 - 64 GB RAM - 2 TB SSD NVMe 3840,4935.13,17.3,43.9,3840x2160,,3.3,23.0,397.0,330.0,Windows 11 Home,Intel HM770,64.0,Intel® UHD Graphics,NVIDIA GeForce RTX 4080,2.0,SSD,,99.0,330.0,,2.0,False,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377038775.0,0017Q2-045,,Notebooks
"MSI Summit E14 FlipEvo A12MT-055, i7-1260P/16GB/1TB W11P",1798.66,14.0,35.6,2880x1800,,1.6,17.9,314.0,227.5,Windows 11 Pro,i7-1260P,16.0,Intel Iris Xe Graphics,,1000.0,SSD,,72.0,65.0,,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4719072941161.0,0014F1-055,,Notebooks
MSI CreatorPro Z16 B12UMST-075 i912900H/32GB/2TBSSD/RTXA5 W11P,4773.75,16.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4719072952921.0,0015G1-075,,Notebooks
"Fujitsu LIFEBOOK U7312 Intel Core i5-1235U 33,78cm 13,3Zoll FHD 2x8GB 512SSD LTE W11P",1614.02,13.3,33.8,1920x1080,,,18.9,308.0,199.5,Windows 11 Pro,i5-1235U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,60.0,65.0,,,False,False,False,True,True,5.2,Wi-Fi 6E (802.11ax),4065221819790.0,VFY:U7312MF5IMDE,,Notebooks
"Apple MacBook Air Z127 Apple M1 Chip 8C CPU und 7C GPU 16C N.E. 16GB 1TB SSD, silber",1647.94,13.3,33.8,2560x1600,16:9,1.29,16.1,304.1,212.4,macOS Big Sur,M1,16.0,Apple GPU,,1000.0,SSD,18.0,49.9,30.0,Dolby Atmos,2.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),4062319431681.0,MGN93D/A-410525,2020.0,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/8C 16GB RAM 512GB 30W silver,1838.8,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,16.0,Apple GPU,,512.0,SSD,,52.6,30.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),4065323713224.0,Z15W-GR06,2022.0,Notebooks
